targetId,drugId,maxClinicalStage
ENSG00000136546,CHEMBL2107771,PHASE_3
ENSG00000169432,CHEMBL2107771,PHASE_3
ENSG00000116032,CHEMBL2107771,PHASE_3
ENSG00000176884,CHEMBL2107771,PHASE_3
ENSG00000007314,CHEMBL2107771,PHASE_3
ENSG00000183454,CHEMBL2107771,PHASE_3
ENSG00000105464,CHEMBL2107771,PHASE_3
ENSG00000144285,CHEMBL2107771,PHASE_3
ENSG00000069535,CHEMBL2107771,PHASE_3
ENSG00000161509,CHEMBL2107771,PHASE_3
ENSG00000117971,CHEMBL2103815,PHASE_3
ENSG00000080644,CHEMBL2103815,PHASE_3
ENSG00000122420,CHEMBL815,PHASE_3
ENSG00000160716,CHEMBL187927,PHASE_3
ENSG00000101204,CHEMBL187927,PHASE_3
ENSG00000168229,CHEMBL426559,PHASE_3
ENSG00000073756,CHEMBL364804,PHASE_3
ENSG00000106991,CHEMBL2109321,PHASE_3
ENSG00000163485,CHEMBL392149,PHASE_3
ENSG00000178394,CHEMBL218166,PHASE_3
ENSG00000149295,CHEMBL218166,PHASE_3
ENSG00000118113,CHEMBL76222,PHASE_3
ENSG00000137745,CHEMBL76222,PHASE_3
ENSG00000196611,CHEMBL76222,PHASE_3
ENSG00000157227,CHEMBL76222,PHASE_3
ENSG00000087245,CHEMBL76222,PHASE_3
ENSG00000100985,CHEMBL76222,PHASE_3
ENSG00000198900,CHEMBL1614650,PHASE_3
ENSG00000140443,CHEMBL1091644,PHASE_3
ENSG00000171105,CHEMBL1091644,PHASE_3
ENSG00000113580,CHEMBL2103876,PHASE_3
ENSG00000143801,CHEMBL520733,PHASE_3
ENSG00000117362,CHEMBL520733,PHASE_3
ENSG00000138613,CHEMBL520733,PHASE_3
ENSG00000205155,CHEMBL520733,PHASE_3
ENSG00000162736,CHEMBL520733,PHASE_3
ENSG00000080815,CHEMBL520733,PHASE_3
ENSG00000097007,CHEMBL4297524,PHASE_3
ENSG00000186716,CHEMBL4297524,PHASE_3
ENSG00000141506,CHEMBL2017974,PHASE_3
ENSG00000121879,CHEMBL2017974,PHASE_3
ENSG00000145675,CHEMBL2017974,PHASE_3
ENSG00000117461,CHEMBL2017974,PHASE_3
ENSG00000051382,CHEMBL2017974,PHASE_3
ENSG00000105851,CHEMBL2017974,PHASE_3
ENSG00000105647,CHEMBL2017974,PHASE_3
ENSG00000171608,CHEMBL2017974,PHASE_3
ENSG00000174417,CHEMBL4297622,PHASE_3
ENSG00000183454,CHEMBL3544917,PHASE_3
ENSG00000105464,CHEMBL3544917,PHASE_3
ENSG00000116032,CHEMBL3544917,PHASE_3
ENSG00000198785,CHEMBL3544917,PHASE_3
ENSG00000273079,CHEMBL3544917,PHASE_3
ENSG00000161509,CHEMBL3544917,PHASE_3
ENSG00000176884,CHEMBL3544917,PHASE_3
ENSG00000118271,CHEMBL4594492,PHASE_3
ENSG00000198900,CHEMBL1743260,PHASE_3
ENSG00000184588,CHEMBL511115,PHASE_3
ENSG00000065989,CHEMBL511115,PHASE_3
ENSG00000105650,CHEMBL511115,PHASE_3
ENSG00000113448,CHEMBL511115,PHASE_3
ENSG00000079459,CHEMBL435224,PHASE_3
ENSG00000140009,CHEMBL3545411,PHASE_3
ENSG00000131759,CHEMBL25202,PHASE_3
ENSG00000077092,CHEMBL25202,PHASE_3
ENSG00000109163,CHEMBL3544954,PHASE_3
ENSG00000151617,CHEMBL1628688,PHASE_3
ENSG00000178394,CHEMBL1512580,PHASE_3
ENSG00000099866,CHEMBL2109511,PHASE_3
ENSG00000151090,CHEMBL2035874,PHASE_3
ENSG00000037280,CHEMBL2220486,PHASE_3
ENSG00000102755,CHEMBL2220486,PHASE_3
ENSG00000066468,CHEMBL2220486,PHASE_3
ENSG00000077782,CHEMBL2220486,PHASE_3
ENSG00000128052,CHEMBL2220486,PHASE_3
ENSG00000087237,CHEMBL2017179,PHASE_3
ENSG00000221867,CHEMBL2108705,PHASE_3
ENSG00000186827,CHEMBL4594567,PHASE_3
ENSG00000169174,CHEMBL3137349,PHASE_3
ENSG00000101981,CHEMBL2107870,PHASE_3
ENSG00000110324,CHEMBL3989992,PHASE_3
ENSG00000243646,CHEMBL3989992,PHASE_3
ENSG00000128271,CHEMBL2105747,PHASE_3
ENSG00000101981,CHEMBL3039538,PHASE_3
ENSG00000007908,CHEMBL3989971,PHASE_3
ENSG00000108576,CHEMBL511099,PHASE_3
ENSG00000103546,CHEMBL511099,PHASE_3
ENSG00000142319,CHEMBL511099,PHASE_3
ENSG00000126934,CHEMBL1236682,PHASE_3
ENSG00000169032,CHEMBL1236682,PHASE_3
ENSG00000116329,CHEMBL2364605,PHASE_3
ENSG00000125510,CHEMBL2364605,PHASE_3
ENSG00000082556,CHEMBL2364605,PHASE_3
ENSG00000112038,CHEMBL2364605,PHASE_3
ENSG00000121853,CHEMBL2110579,PHASE_3
ENSG00000113580,CHEMBL4068611,PHASE_3
ENSG00000077782,CHEMBL270995,PHASE_3
ENSG00000068078,CHEMBL270995,PHASE_3
ENSG00000102755,CHEMBL270995,PHASE_3
ENSG00000066468,CHEMBL270995,PHASE_3
ENSG00000160867,CHEMBL270995,PHASE_3
ENSG00000037280,CHEMBL270995,PHASE_3
ENSG00000128052,CHEMBL270995,PHASE_3
ENSG00000164400,CHEMBL3707325,PHASE_3
ENSG00000149295,CHEMBL4650342,PHASE_3
ENSG00000162009,CHEMBL4650342,PHASE_3
ENSG00000180616,CHEMBL4650342,PHASE_3
ENSG00000141510,CHEMBL2108585,PHASE_3
ENSG00000164400,CHEMBL2109433,PHASE_3
ENSG00000101180,CHEMBL4297328,PHASE_3
ENSG00000166736,CHEMBL296522,PHASE_3
ENSG00000149305,CHEMBL296522,PHASE_3
ENSG00000186038,CHEMBL296522,PHASE_3
ENSG00000178084,CHEMBL296522,PHASE_3
ENSG00000164270,CHEMBL296522,PHASE_3
ENSG00000186090,CHEMBL296522,PHASE_3
ENSG00000103546,CHEMBL592374,PHASE_3
ENSG00000108576,CHEMBL592374,PHASE_3
ENSG00000142319,CHEMBL592374,PHASE_3
ENSG00000180914,CHEMBL429736,PHASE_3
ENSG00000041982,CHEMBL1743077,PHASE_3
ENSG00000197635,CHEMBL4296719,PHASE_3
ENSG00000102524,CHEMBL1742986,PHASE_3
ENSG00000161955,CHEMBL1742986,PHASE_3
ENSG00000173083,CHEMBL4297163,PHASE_3
ENSG00000113578,CHEMBL4297163,PHASE_3
ENSG00000112715,CHEMBL4297163,PHASE_3
ENSG00000138685,CHEMBL4297163,PHASE_3
ENSG00000146399,CHEMBL4650337,PHASE_3
ENSG00000178394,CHEMBL4650337,PHASE_3
ENSG00000096968,CHEMBL3545328,PHASE_3
ENSG00000188389,CHEMBL4297831,PHASE_3
ENSG00000006283,CHEMBL2103836,PHASE_3
ENSG00000142408,CHEMBL2103836,PHASE_3
ENSG00000157388,CHEMBL2103836,PHASE_3
ENSG00000182389,CHEMBL2103836,PHASE_3
ENSG00000006116,CHEMBL2103836,PHASE_3
ENSG00000153956,CHEMBL2103836,PHASE_3
ENSG00000166862,CHEMBL2103836,PHASE_3
ENSG00000081248,CHEMBL2103836,PHASE_3
ENSG00000100346,CHEMBL2103836,PHASE_3
ENSG00000151062,CHEMBL2103836,PHASE_3
ENSG00000148408,CHEMBL2103836,PHASE_3
ENSG00000130433,CHEMBL2103836,PHASE_3
ENSG00000108878,CHEMBL2103836,PHASE_3
ENSG00000067191,CHEMBL2103836,PHASE_3
ENSG00000075429,CHEMBL2103836,PHASE_3
ENSG00000102001,CHEMBL2103836,PHASE_3
ENSG00000165995,CHEMBL2103836,PHASE_3
ENSG00000151067,CHEMBL2103836,PHASE_3
ENSG00000196557,CHEMBL2103836,PHASE_3
ENSG00000141837,CHEMBL2103836,PHASE_3
ENSG00000105605,CHEMBL2103836,PHASE_3
ENSG00000157445,CHEMBL2103836,PHASE_3
ENSG00000198216,CHEMBL2103836,PHASE_3
ENSG00000075461,CHEMBL2103836,PHASE_3
ENSG00000007402,CHEMBL2103836,PHASE_3
ENSG00000167535,CHEMBL2103836,PHASE_3
ENSG00000169083,CHEMBL4594417,PHASE_3
ENSG00000146648,CHEMBL2107863,PHASE_3
ENSG00000144891,CHEMBL41194,PHASE_3
ENSG00000197901,CHEMBL41194,PHASE_3
ENSG00000149452,CHEMBL41194,PHASE_3
ENSG00000197891,CHEMBL41194,PHASE_3
ENSG00000103546,CHEMBL2103857,PHASE_3
ENSG00000112164,CHEMBL4650470,PHASE_3
ENSG00000178999,CHEMBL495727,PHASE_3
ENSG00000096968,CHEMBL495727,PHASE_3
ENSG00000122025,CHEMBL495727,PHASE_3
ENSG00000087586,CHEMBL495727,PHASE_3
ENSG00000097007,CHEMBL495727,PHASE_3
ENSG00000105639,CHEMBL495727,PHASE_3
ENSG00000282608,CHEMBL3989873,PHASE_3
ENSG00000203710,CHEMBL2108040,PHASE_3
ENSG00000087237,CHEMBL313006,PHASE_3
ENSG00000258947,CHEMBL4298098,PHASE_3
ENSG00000105388,CHEMBL4298098,PHASE_3
ENSG00000104833,CHEMBL4298098,PHASE_3
ENSG00000198033,CHEMBL4298098,PHASE_3
ENSG00000101162,CHEMBL4298098,PHASE_3
ENSG00000176014,CHEMBL4298098,PHASE_3
ENSG00000167552,CHEMBL4298098,PHASE_3
ENSG00000167553,CHEMBL4298098,PHASE_3
ENSG00000188229,CHEMBL4298098,PHASE_3
ENSG00000123416,CHEMBL4298098,PHASE_3
ENSG00000137285,CHEMBL4298098,PHASE_3
ENSG00000196230,CHEMBL4298098,PHASE_3
ENSG00000137267,CHEMBL4298098,PHASE_3
ENSG00000127824,CHEMBL4298098,PHASE_3
ENSG00000261456,CHEMBL4298098,PHASE_3
ENSG00000152086,CHEMBL4298098,PHASE_3
ENSG00000262406,CHEMBL279785,PHASE_3
ENSG00000087245,CHEMBL279785,PHASE_3
ENSG00000196611,CHEMBL279785,PHASE_3
ENSG00000100985,CHEMBL279785,PHASE_3
ENSG00000137673,CHEMBL279785,PHASE_3
ENSG00000149968,CHEMBL279785,PHASE_3
ENSG00000075073,CHEMBL308148,PHASE_3
ENSG00000012124,CHEMBL2108228,PHASE_3
ENSG00000096968,CHEMBL3137308,PHASE_3
ENSG00000162434,CHEMBL3137308,PHASE_3
ENSG00000105397,CHEMBL3137308,PHASE_3
ENSG00000105639,CHEMBL3137308,PHASE_3
ENSG00000164867,CHEMBL1256175,PHASE_3
ENSG00000089250,CHEMBL1256175,PHASE_3
ENSG00000007171,CHEMBL1256175,PHASE_3
ENSG00000139626,CHEMBL1743015,PHASE_3
ENSG00000013725,CHEMBL1743033,PHASE_3
ENSG00000151577,CHEMBL1823681,PHASE_3
ENSG00000118432,CHEMBL220360,PHASE_3
ENSG00000176890,CHEMBL320775,PHASE_3
ENSG00000183134,CHEMBL3137332,PHASE_3
ENSG00000110195,CHEMBL1743016,PHASE_3
ENSG00000130595,CHEMBL3039529,PHASE_3
ENSG00000130598,CHEMBL3039529,PHASE_3
ENSG00000101470,CHEMBL3039529,PHASE_3
ENSG00000126895,CHEMBL49429,PHASE_3
ENSG00000087237,CHEMBL1800807,PHASE_3
ENSG00000198900,CHEMBL5314381,PHASE_3
ENSG00000181143,CHEMBL2107917,PHASE_3
ENSG00000069764,CHEMBL2105659,PHASE_3
ENSG00000188257,CHEMBL2105659,PHASE_3
ENSG00000127472,CHEMBL2105659,PHASE_3
ENSG00000168522,CHEMBL289228,PHASE_3
ENSG00000257365,CHEMBL289228,PHASE_3
ENSG00000197386,CHEMBL4297581,PHASE_3
ENSG00000128052,CHEMBL522892,PHASE_3
ENSG00000068078,CHEMBL522892,PHASE_3
ENSG00000113721,CHEMBL522892,PHASE_3
ENSG00000037280,CHEMBL522892,PHASE_3
ENSG00000134853,CHEMBL522892,PHASE_3
ENSG00000122025,CHEMBL522892,PHASE_3
ENSG00000157404,CHEMBL522892,PHASE_3
ENSG00000102755,CHEMBL522892,PHASE_3
ENSG00000077782,CHEMBL4297187,PHASE_3
ENSG00000068078,CHEMBL4297187,PHASE_3
ENSG00000160867,CHEMBL4297187,PHASE_3
ENSG00000066468,CHEMBL4297187,PHASE_3
ENSG00000066230,CHEMBL444929,PHASE_3
ENSG00000082556,CHEMBL1190199,PHASE_3
ENSG00000167397,CHEMBL2105664,PHASE_3
ENSG00000149295,CHEMBL419792,PHASE_3
ENSG00000115353,CHEMBL3544984,PHASE_3
ENSG00000164342,CHEMBL2107862,PHASE_3
ENSG00000186318,CHEMBL4204869,PHASE_3
ENSG00000105810,CHEMBL3545110,PHASE_3
ENSG00000135446,CHEMBL3545110,PHASE_3
ENSG00000132170,CHEMBL2104753,PHASE_3
ENSG00000156113,CHEMBL119549,PHASE_3
ENSG00000012779,CHEMBL59356,PHASE_3
ENSG00000128271,CHEMBL1950554,PHASE_3
ENSG00000142192,CHEMBL149082,PHASE_3
ENSG00000101665,CHEMBL3707383,PHASE_3
ENSG00000163485,CHEMBL3989819,PHASE_3
ENSG00000158748,CHEMBL3286580,PHASE_3
ENSG00000160791,CHEMBL82301,PHASE_3
ENSG00000196776,CHEMBL4297985,PHASE_3
ENSG00000085662,CHEMBL4297455,PHASE_3
ENSG00000085563,CHEMBL1086218,PHASE_3
ENSG00000118523,CHEMBL2109377,PHASE_3
ENSG00000111424,CHEMBL1908376,PHASE_3
ENSG00000082781,CHEMBL429876,PHASE_3
ENSG00000138448,CHEMBL429876,PHASE_3
ENSG00000259207,CHEMBL429876,PHASE_3
ENSG00000142192,CHEMBL2108576,PHASE_3
ENSG00000111424,CHEMBL3989862,PHASE_3
ENSG00000010671,CHEMBL4065122,PHASE_3
ENSG00000134259,CHEMBL2109528,PHASE_3
ENSG00000136160,CHEMBL61780,PHASE_3
ENSG00000151617,CHEMBL61780,PHASE_3
ENSG00000112164,CHEMBL2107860,PHASE_3
ENSG00000102468,CHEMBL3989686,PHASE_3
ENSG00000196517,CHEMBL1171829,PHASE_3
ENSG00000164082,CHEMBL375611,PHASE_3
ENSG00000198822,CHEMBL375611,PHASE_3
ENSG00000186951,CHEMBL519504,PHASE_3
ENSG00000132170,CHEMBL519504,PHASE_3
ENSG00000131747,CHEMBL2107818,PHASE_3
ENSG00000121966,CHEMBL3039543,PHASE_3
ENSG00000125538,CHEMBL1743026,PHASE_3
ENSG00000185386,CHEMBL1088752,PHASE_3
ENSG00000112062,CHEMBL1088752,PHASE_3
ENSG00000115353,CHEMBL447955,PHASE_3
ENSG00000196262,CHEMBL1651956,PHASE_3
ENSG00000160791,CHEMBL2109343,PHASE_3
ENSG00000160013,CHEMBL3137314,PHASE_3
ENSG00000146648,CHEMBL2109388,PHASE_3
ENSG00000258947,CHEMBL94657,PHASE_3
ENSG00000101162,CHEMBL94657,PHASE_3
ENSG00000196230,CHEMBL94657,PHASE_3
ENSG00000104833,CHEMBL94657,PHASE_3
ENSG00000137285,CHEMBL94657,PHASE_3
ENSG00000261456,CHEMBL94657,PHASE_3
ENSG00000167552,CHEMBL94657,PHASE_3
ENSG00000127824,CHEMBL94657,PHASE_3
ENSG00000176014,CHEMBL94657,PHASE_3
ENSG00000167553,CHEMBL94657,PHASE_3
ENSG00000137267,CHEMBL94657,PHASE_3
ENSG00000152086,CHEMBL94657,PHASE_3
ENSG00000188229,CHEMBL94657,PHASE_3
ENSG00000123416,CHEMBL94657,PHASE_3
ENSG00000198033,CHEMBL94657,PHASE_3
ENSG00000126218,CHEMBL5314801,PHASE_3
ENSG00000136807,CHEMBL2103840,PHASE_3
ENSG00000164885,CHEMBL2103840,PHASE_3
ENSG00000123374,CHEMBL2103840,PHASE_3
ENSG00000170312,CHEMBL2103840,PHASE_3
ENSG00000175344,CHEMBL2151572,PHASE_3
ENSG00000141510,CHEMBL4297574,PHASE_3
ENSG00000131203,CHEMBL4297598,PHASE_3
ENSG00000126218,CHEMBL46618,PHASE_3
ENSG00000136869,CHEMBL225157,PHASE_3
ENSG00000111142,CHEMBL4297504,PHASE_3
ENSG00000188778,CHEMBL1193948,PHASE_3
ENSG00000176014,CHEMBL572284,PHASE_3
ENSG00000261456,CHEMBL572284,PHASE_3
ENSG00000137267,CHEMBL572284,PHASE_3
ENSG00000137285,CHEMBL572284,PHASE_3
ENSG00000258947,CHEMBL572284,PHASE_3
ENSG00000198033,CHEMBL572284,PHASE_3
ENSG00000104833,CHEMBL572284,PHASE_3
ENSG00000123416,CHEMBL572284,PHASE_3
ENSG00000167553,CHEMBL572284,PHASE_3
ENSG00000167552,CHEMBL572284,PHASE_3
ENSG00000196230,CHEMBL572284,PHASE_3
ENSG00000127824,CHEMBL572284,PHASE_3
ENSG00000101162,CHEMBL572284,PHASE_3
ENSG00000152086,CHEMBL572284,PHASE_3
ENSG00000188229,CHEMBL572284,PHASE_3
ENSG00000185000,CHEMBL2364624,PHASE_3
ENSG00000141867,CHEMBL2393130,PHASE_3
ENSG00000204256,CHEMBL2393130,PHASE_3
ENSG00000169925,CHEMBL2393130,PHASE_3
ENSG00000137948,CHEMBL2393130,PHASE_3
ENSG00000132170,CHEMBL2103991,PHASE_3
ENSG00000149295,CHEMBL596802,PHASE_3
ENSG00000186951,CHEMBL4650349,PHASE_3
ENSG00000132170,CHEMBL4650349,PHASE_3
ENSG00000112033,CHEMBL4650349,PHASE_3
ENSG00000239732,CHEMBL4297776,PHASE_3
ENSG00000239732,CHEMBL4297838,PHASE_3
ENSG00000010671,CHEMBL4297865,PHASE_3
ENSG00000146648,CHEMBL4297865,PHASE_3
ENSG00000128052,CHEMBL4303201,PHASE_3
ENSG00000113721,CHEMBL4303201,PHASE_3
ENSG00000037280,CHEMBL4303201,PHASE_3
ENSG00000157404,CHEMBL4303201,PHASE_3
ENSG00000151834,CHEMBL315795,PHASE_3
ENSG00000182256,CHEMBL315795,PHASE_3
ENSG00000187730,CHEMBL315795,PHASE_3
ENSG00000011677,CHEMBL315795,PHASE_3
ENSG00000102287,CHEMBL315795,PHASE_3
ENSG00000145864,CHEMBL315795,PHASE_3
ENSG00000186297,CHEMBL315795,PHASE_3
ENSG00000113327,CHEMBL315795,PHASE_3
ENSG00000094755,CHEMBL315795,PHASE_3
ENSG00000163285,CHEMBL315795,PHASE_3
ENSG00000163288,CHEMBL315795,PHASE_3
ENSG00000268089,CHEMBL315795,PHASE_3
ENSG00000109158,CHEMBL315795,PHASE_3
ENSG00000022355,CHEMBL315795,PHASE_3
ENSG00000145863,CHEMBL315795,PHASE_3
ENSG00000166206,CHEMBL315795,PHASE_3
ENSG00000123496,CHEMBL2108583,PHASE_3
ENSG00000167658,CHEMBL2108583,PHASE_3
ENSG00000077238,CHEMBL2108583,PHASE_3
ENSG00000131724,CHEMBL2108583,PHASE_3
ENSG00000160791,CHEMBL1255794,PHASE_3
ENSG00000122194,CHEMBL2108361,PHASE_3
ENSG00000121966,CHEMBL4802129,PHASE_3
ENSG00000091831,CHEMBL6318,PHASE_3
ENSG00000140009,CHEMBL6318,PHASE_3
ENSG00000136928,CHEMBL2107312,PHASE_3
ENSG00000204681,CHEMBL2107312,PHASE_3
ENSG00000186951,CHEMBL282686,PHASE_3
ENSG00000132170,CHEMBL282686,PHASE_3
ENSG00000232810,CHEMBL2108208,PHASE_3
ENSG00000164400,CHEMBL3039547,PHASE_3
ENSG00000068078,CHEMBL377300,PHASE_3
ENSG00000066468,CHEMBL377300,PHASE_3
ENSG00000077782,CHEMBL377300,PHASE_3
ENSG00000037280,CHEMBL377300,PHASE_3
ENSG00000160867,CHEMBL377300,PHASE_3
ENSG00000102755,CHEMBL377300,PHASE_3
ENSG00000128052,CHEMBL377300,PHASE_3
ENSG00000102468,CHEMBL74355,PHASE_3
ENSG00000198900,CHEMBL435191,PHASE_3
ENSG00000080824,CHEMBL2103879,PHASE_3
ENSG00000096384,CHEMBL2103879,PHASE_3
ENSG00000181847,CHEMBL4297785,PHASE_3
ENSG00000142208,CHEMBL2177390,PHASE_3
ENSG00000105221,CHEMBL2177390,PHASE_3
ENSG00000117020,CHEMBL2177390,PHASE_3
ENSG00000102524,CHEMBL2107877,PHASE_3
ENSG00000166501,CHEMBL300138,PHASE_3
ENSG00000012124,CHEMBL2108404,PHASE_3
ENSG00000165646,CHEMBL2364639,PHASE_3
ENSG00000118432,CHEMBL562668,PHASE_3
ENSG00000137285,CHEMBL4279455,PHASE_3
ENSG00000101162,CHEMBL4279455,PHASE_3
ENSG00000188229,CHEMBL4279455,PHASE_3
ENSG00000196230,CHEMBL4279455,PHASE_3
ENSG00000152086,CHEMBL4279455,PHASE_3
ENSG00000127824,CHEMBL4279455,PHASE_3
ENSG00000137267,CHEMBL4279455,PHASE_3
ENSG00000198033,CHEMBL4279455,PHASE_3
ENSG00000258947,CHEMBL4279455,PHASE_3
ENSG00000176014,CHEMBL4279455,PHASE_3
ENSG00000123416,CHEMBL4279455,PHASE_3
ENSG00000104833,CHEMBL4279455,PHASE_3
ENSG00000167553,CHEMBL4279455,PHASE_3
ENSG00000261456,CHEMBL4279455,PHASE_3
ENSG00000167552,CHEMBL4279455,PHASE_3
ENSG00000113721,CHEMBL2105728,PHASE_3
ENSG00000134853,CHEMBL2105728,PHASE_3
ENSG00000122025,CHEMBL2105728,PHASE_3
ENSG00000049540,CHEMBL3545070,PHASE_3
ENSG00000143387,CHEMBL481611,PHASE_3
ENSG00000211891,CHEMBL2109457,PHASE_3
ENSG00000116044,CHEMBL1762621,PHASE_3
ENSG00000132170,CHEMBL1762621,PHASE_3
ENSG00000079999,CHEMBL1762621,PHASE_3
ENSG00000104365,CHEMBL1762621,PHASE_3
ENSG00000112038,CHEMBL4297632,PHASE_3
ENSG00000173585,CHEMBL2178578,PHASE_3
ENSG00000120885,CHEMBL2108309,PHASE_3
ENSG00000182054,CHEMBL3989908,PHASE_3
ENSG00000146648,CHEMBL3787344,PHASE_3
ENSG00000154188,CHEMBL2108568,PHASE_3
ENSG00000091879,CHEMBL2108568,PHASE_3
ENSG00000171094,CHEMBL4113131,PHASE_3
ENSG00000181847,CHEMBL4298050,PHASE_3
ENSG00000146070,CHEMBL204021,PHASE_3
ENSG00000171105,CHEMBL2108569,PHASE_3
ENSG00000159164,CHEMBL3918017,PHASE_3
ENSG00000126895,CHEMBL2107777,PHASE_3
ENSG00000135446,CHEMBL428690,PHASE_3
ENSG00000123374,CHEMBL428690,PHASE_3
ENSG00000134058,CHEMBL428690,PHASE_3
ENSG00000105810,CHEMBL428690,PHASE_3
ENSG00000136807,CHEMBL428690,PHASE_3
ENSG00000170312,CHEMBL428690,PHASE_3
ENSG00000163464,CHEMBL191413,PHASE_3
ENSG00000180871,CHEMBL191413,PHASE_3
ENSG00000105976,CHEMBL3334567,PHASE_3
ENSG00000132170,CHEMBL107367,PHASE_3
ENSG00000198178,CHEMBL3833308,PHASE_3
ENSG00000126266,CHEMBL1829174,PHASE_3
ENSG00000239732,CHEMBL4297680,PHASE_3
ENSG00000108576,CHEMBL3301621,PHASE_3
ENSG00000103546,CHEMBL3301621,PHASE_3
ENSG00000142319,CHEMBL3301621,PHASE_3
ENSG00000184937,CHEMBL3833386,PHASE_3
ENSG00000037280,CHEMBL223360,PHASE_3
ENSG00000182578,CHEMBL223360,PHASE_3
ENSG00000122025,CHEMBL223360,PHASE_3
ENSG00000102755,CHEMBL223360,PHASE_3
ENSG00000113721,CHEMBL223360,PHASE_3
ENSG00000128052,CHEMBL223360,PHASE_3
ENSG00000134853,CHEMBL223360,PHASE_3
ENSG00000130368,CHEMBL3545347,PHASE_3
ENSG00000105976,CHEMBL4650326,PHASE_3
ENSG00000136930,CHEMBL371405,PHASE_3
ENSG00000041357,CHEMBL371405,PHASE_3
ENSG00000100902,CHEMBL371405,PHASE_3
ENSG00000204264,CHEMBL371405,PHASE_3
ENSG00000277791,CHEMBL371405,PHASE_3
ENSG00000106588,CHEMBL371405,PHASE_3
ENSG00000159377,CHEMBL371405,PHASE_3
ENSG00000100804,CHEMBL371405,PHASE_3
ENSG00000222028,CHEMBL371405,PHASE_3
ENSG00000154611,CHEMBL371405,PHASE_3
ENSG00000240065,CHEMBL371405,PHASE_3
ENSG00000008018,CHEMBL371405,PHASE_3
ENSG00000126067,CHEMBL371405,PHASE_3
ENSG00000143106,CHEMBL371405,PHASE_3
ENSG00000142507,CHEMBL371405,PHASE_3
ENSG00000205220,CHEMBL371405,PHASE_3
ENSG00000101182,CHEMBL371405,PHASE_3
ENSG00000129084,CHEMBL371405,PHASE_3
ENSG00000100567,CHEMBL371405,PHASE_3
ENSG00000077097,CHEMBL2107313,PHASE_3
ENSG00000198900,CHEMBL2107313,PHASE_3
ENSG00000131747,CHEMBL2107313,PHASE_3
ENSG00000105976,CHEMBL2108332,PHASE_3
ENSG00000174175,CHEMBL3707446,PHASE_3
ENSG00000007908,CHEMBL3707446,PHASE_3
ENSG00000188404,CHEMBL3707446,PHASE_3
ENSG00000197635,CHEMBL1650443,PHASE_3
ENSG00000197635,CHEMBL3833357,PHASE_3
ENSG00000109339,CHEMBL4297348,PHASE_3
ENSG00000169083,CHEMBL1738889,PHASE_3
ENSG00000134259,CHEMBL1743023,PHASE_3
ENSG00000171560,CHEMBL2108893,PHASE_3
ENSG00000171564,CHEMBL2108893,PHASE_3
ENSG00000171557,CHEMBL2108893,PHASE_3
ENSG00000173511,CHEMBL2108313,PHASE_3
ENSG00000119630,CHEMBL2108313,PHASE_3
ENSG00000112715,CHEMBL2108313,PHASE_3
ENSG00000150630,CHEMBL2108313,PHASE_3
ENSG00000141510,CHEMBL2402737,PHASE_3
ENSG00000135679,CHEMBL2402737,PHASE_3
ENSG00000198851,CHEMBL2108811,PHASE_3
ENSG00000134460,CHEMBL2108370,PHASE_3
ENSG00000106804,CHEMBL2107979,PHASE_3
ENSG00000090339,CHEMBL2108326,PHASE_3
ENSG00000198947,CHEMBL2108735,PHASE_3
ENSG00000142192,CHEMBL1743025,PHASE_3
ENSG00000128271,CHEMBL1950649,PHASE_3
ENSG00000173039,CHEMBL3786673,PHASE_3
ENSG00000077150,CHEMBL3786673,PHASE_3
ENSG00000109320,CHEMBL3786673,PHASE_3
ENSG00000009724,CHEMBL4298195,PHASE_3
ENSG00000186318,CHEMBL3301601,PHASE_3
ENSG00000146648,CHEMBL2107861,PHASE_3
ENSG00000142192,CHEMBL1743004,PHASE_3
ENSG00000151617,CHEMBL23261,PHASE_3
ENSG00000136160,CHEMBL23261,PHASE_3
ENSG00000158748,CHEMBL1083390,PHASE_3
ENSG00000109163,CHEMBL1200511,PHASE_3
ENSG00000148154,CHEMBL1086997,PHASE_3
ENSG00000232810,CHEMBL2108566,PHASE_3
ENSG00000087586,CHEMBL483158,PHASE_3
ENSG00000114739,CHEMBL3137353,PHASE_3
ENSG00000171298,CHEMBL307429,PHASE_3
ENSG00000184156,CHEMBL266510,PHASE_3
ENSG00000117013,CHEMBL266510,PHASE_3
ENSG00000075043,CHEMBL266510,PHASE_3
ENSG00000185760,CHEMBL266510,PHASE_3
ENSG00000156113,CHEMBL266510,PHASE_3
ENSG00000132965,CHEMBL88712,PHASE_3
ENSG00000080824,CHEMBL109480,PHASE_3
ENSG00000096384,CHEMBL109480,PHASE_3
ENSG00000154589,CHEMBL501259,PHASE_3
ENSG00000136869,CHEMBL501259,PHASE_3
ENSG00000183134,CHEMBL2386081,PHASE_3
ENSG00000077092,CHEMBL3545173,PHASE_3
ENSG00000172819,CHEMBL3545173,PHASE_3
ENSG00000131759,CHEMBL3545173,PHASE_3
ENSG00000185436,CHEMBL2108723,PHASE_3
ENSG00000243646,CHEMBL2108723,PHASE_3
ENSG00000122194,CHEMBL2109084,PHASE_3
ENSG00000102524,CHEMBL1743075,PHASE_3
ENSG00000109163,CHEMBL1208155,PHASE_3
ENSG00000171608,CHEMBL2387080,PHASE_3
