targetId,drugId,maxClinicalStage
ENSG00000113580,CHEMBL2021430,APPROVAL
ENSG00000146648,CHEMBL553,APPROVAL
ENSG00000171105,CHEMBL2104391,APPROVAL
ENSG00000110944,CHEMBL1201835,APPROVAL
ENSG00000168811,CHEMBL1201835,APPROVAL
ENSG00000113302,CHEMBL1201835,APPROVAL
ENSG00000111275,CHEMBL964,APPROVAL
ENSG00000168398,CHEMBL2028852,APPROVAL
ENSG00000215644,CHEMBL5314341,APPROVAL
ENSG00000170820,CHEMBL5315126,APPROVAL
ENSG00000178394,CHEMBL1615374,APPROVAL
ENSG00000108576,CHEMBL1615374,APPROVAL
ENSG00000198900,CHEMBL1607,APPROVAL
ENSG00000213923,CHEMBL3989869,APPROVAL
ENSG00000171608,CHEMBL3989869,APPROVAL
ENSG00000097007,CHEMBL3989869,APPROVAL
ENSG00000112164,CHEMBL414357,APPROVAL
ENSG00000102468,CHEMBL2105760,APPROVAL
ENSG00000178394,CHEMBL2105760,APPROVAL
ENSG00000149295,CHEMBL2105760,APPROVAL
ENSG00000117601,CHEMBL1200644,APPROVAL
ENSG00000079999,CHEMBL3989944,APPROVAL
ENSG00000113580,CHEMBL650,APPROVAL
ENSG00000115353,CHEMBL206253,APPROVAL
ENSG00000112164,CHEMBL2108027,APPROVAL
ENSG00000182054,CHEMBL3989931,APPROVAL
ENSG00000093010,CHEMBL1324,APPROVAL
ENSG00000116478,CHEMBL408513,APPROVAL
ENSG00000094631,CHEMBL408513,APPROVAL
ENSG00000100429,CHEMBL408513,APPROVAL
ENSG00000196591,CHEMBL408513,APPROVAL
ENSG00000061273,CHEMBL408513,APPROVAL
ENSG00000068024,CHEMBL408513,APPROVAL
ENSG00000147099,CHEMBL408513,APPROVAL
ENSG00000163517,CHEMBL408513,APPROVAL
ENSG00000048052,CHEMBL408513,APPROVAL
ENSG00000171720,CHEMBL408513,APPROVAL
ENSG00000108840,CHEMBL408513,APPROVAL
ENSG00000184292,CHEMBL4297939,APPROVAL
ENSG00000198900,CHEMBL4297939,APPROVAL
ENSG00000112715,CHEMBL1742982,APPROVAL
ENSG00000119630,CHEMBL1742982,APPROVAL
ENSG00000113580,CHEMBL1200865,APPROVAL
ENSG00000137869,CHEMBL1200374,APPROVAL
ENSG00000167986,CHEMBL468,APPROVAL
ENSG00000100387,CHEMBL468,APPROVAL
ENSG00000113851,CHEMBL468,APPROVAL
ENSG00000139842,CHEMBL468,APPROVAL
ENSG00000067900,CHEMBL4594454,APPROVAL
ENSG00000134318,CHEMBL4594454,APPROVAL
ENSG00000082175,CHEMBL1162,APPROVAL
ENSG00000167941,CHEMBL2107874,APPROVAL
ENSG00000220205,CHEMBL1201569,APPROVAL
ENSG00000135446,CHEMBL189963,APPROVAL
ENSG00000110092,CHEMBL189963,APPROVAL
ENSG00000105810,CHEMBL189963,APPROVAL
ENSG00000116032,CHEMBL1094,APPROVAL
ENSG00000183454,CHEMBL1094,APPROVAL
ENSG00000105464,CHEMBL1094,APPROVAL
ENSG00000161509,CHEMBL1094,APPROVAL
ENSG00000176884,CHEMBL1094,APPROVAL
ENSG00000198785,CHEMBL1094,APPROVAL
ENSG00000273079,CHEMBL1094,APPROVAL
ENSG00000163288,CHEMBL1521,APPROVAL
ENSG00000113327,CHEMBL1521,APPROVAL
ENSG00000022355,CHEMBL1521,APPROVAL
ENSG00000146648,CHEMBL3545311,APPROVAL
ENSG00000171094,CHEMBL3545311,APPROVAL
ENSG00000160013,CHEMBL962,APPROVAL
ENSG00000102524,CHEMBL1789843,APPROVAL
ENSG00000268089,CHEMBL285674,APPROVAL
ENSG00000109158,CHEMBL285674,APPROVAL
ENSG00000163285,CHEMBL285674,APPROVAL
ENSG00000094755,CHEMBL285674,APPROVAL
ENSG00000011677,CHEMBL285674,APPROVAL
ENSG00000113327,CHEMBL285674,APPROVAL
ENSG00000022355,CHEMBL285674,APPROVAL
ENSG00000182256,CHEMBL285674,APPROVAL
ENSG00000166206,CHEMBL285674,APPROVAL
ENSG00000151834,CHEMBL285674,APPROVAL
ENSG00000102287,CHEMBL285674,APPROVAL
ENSG00000187730,CHEMBL285674,APPROVAL
ENSG00000163288,CHEMBL285674,APPROVAL
ENSG00000145863,CHEMBL285674,APPROVAL
ENSG00000186297,CHEMBL285674,APPROVAL
ENSG00000145864,CHEMBL285674,APPROVAL
ENSG00000113580,CHEMBL1200762,APPROVAL
ENSG00000091831,CHEMBL1358,APPROVAL
ENSG00000129484,CHEMBL3137318,APPROVAL
ENSG00000143799,CHEMBL3137318,APPROVAL
ENSG00000171094,CHEMBL2403108,APPROVAL
ENSG00000181163,CHEMBL2403108,APPROVAL
ENSG00000143924,CHEMBL2403108,APPROVAL
ENSG00000096968,CHEMBL6068336,APPROVAL
ENSG00000115170,CHEMBL6068336,APPROVAL
ENSG00000162434,CHEMBL6068336,APPROVAL
ENSG00000159110,CHEMBL1201558,APPROVAL
ENSG00000142166,CHEMBL1201558,APPROVAL
ENSG00000113580,CHEMBL1201012,APPROVAL
ENSG00000183044,CHEMBL89598,APPROVAL
ENSG00000113302,CHEMBL2108681,APPROVAL
ENSG00000110944,CHEMBL2108681,APPROVAL
ENSG00000113580,CHEMBL1200600,APPROVAL
ENSG00000292357,CHEMBL1201670,APPROVAL
ENSG00000198223,CHEMBL1201670,APPROVAL
ENSG00000100368,CHEMBL1201670,APPROVAL
ENSG00000121853,CHEMBL2103794,APPROVAL
ENSG00000126218,CHEMBL512351,APPROVAL
ENSG00000145692,CHEMBL95889,APPROVAL
ENSG00000132840,CHEMBL95889,APPROVAL
ENSG00000043591,CHEMBL645,APPROVAL
ENSG00000186951,CHEMBL981,APPROVAL
ENSG00000261456,CHEMBL1683544,APPROVAL
ENSG00000196230,CHEMBL1683544,APPROVAL
ENSG00000137267,CHEMBL1683544,APPROVAL
ENSG00000104833,CHEMBL1683544,APPROVAL
ENSG00000167552,CHEMBL1683544,APPROVAL
ENSG00000167553,CHEMBL1683544,APPROVAL
ENSG00000198033,CHEMBL1683544,APPROVAL
ENSG00000123416,CHEMBL1683544,APPROVAL
ENSG00000137285,CHEMBL1683544,APPROVAL
ENSG00000127824,CHEMBL1683544,APPROVAL
ENSG00000176014,CHEMBL1683544,APPROVAL
ENSG00000152086,CHEMBL1683544,APPROVAL
ENSG00000258947,CHEMBL1683544,APPROVAL
ENSG00000188229,CHEMBL1683544,APPROVAL
ENSG00000101162,CHEMBL1683544,APPROVAL
ENSG00000164116,CHEMBL2107834,APPROVAL
ENSG00000061918,CHEMBL2107834,APPROVAL
ENSG00000152402,CHEMBL2107834,APPROVAL
ENSG00000181072,CHEMBL2146146,APPROVAL
ENSG00000133019,CHEMBL2146146,APPROVAL
ENSG00000168539,CHEMBL2146146,APPROVAL
ENSG00000188641,CHEMBL1730601,APPROVAL
ENSG00000176890,CHEMBL20883,APPROVAL
ENSG00000228716,CHEMBL3244648,APPROVAL
ENSG00000196664,CHEMBL1282,APPROVAL
ENSG00000211452,CHEMBL1518,APPROVAL
ENSG00000115705,CHEMBL1518,APPROVAL
ENSG00000184984,CHEMBL3707223,APPROVAL
ENSG00000180720,CHEMBL3707223,APPROVAL
ENSG00000181072,CHEMBL3707223,APPROVAL
ENSG00000168539,CHEMBL3707223,APPROVAL
ENSG00000133019,CHEMBL3707223,APPROVAL
ENSG00000180176,CHEMBL1200862,APPROVAL
ENSG00000105383,CHEMBL1201506,APPROVAL
ENSG00000162434,CHEMBL3655081,APPROVAL
ENSG00000179546,CHEMBL1185,APPROVAL
ENSG00000135312,CHEMBL1185,APPROVAL
ENSG00000121764,CHEMBL4650216,APPROVAL
ENSG00000137252,CHEMBL4650216,APPROVAL
ENSG00000110680,CHEMBL3707328,APPROVAL
ENSG00000175868,CHEMBL3707328,APPROVAL
ENSG00000173198,CHEMBL787,APPROVAL
ENSG00000198947,CHEMBL2108278,APPROVAL
ENSG00000132639,CHEMBL4297862,APPROVAL
ENSG00000140459,CHEMBL1670,APPROVAL
ENSG00000160882,CHEMBL1670,APPROVAL
ENSG00000102468,CHEMBL14376,APPROVAL
ENSG00000149295,CHEMBL14376,APPROVAL
ENSG00000159640,CHEMBL1200343,APPROVAL
ENSG00000103546,CHEMBL1615779,APPROVAL
ENSG00000149295,CHEMBL2024517,APPROVAL
ENSG00000151577,CHEMBL2024517,APPROVAL
ENSG00000041880,CHEMBL521686,APPROVAL
ENSG00000129484,CHEMBL521686,APPROVAL
ENSG00000143799,CHEMBL521686,APPROVAL
ENSG00000130816,CHEMBL1489,APPROVAL
ENSG00000119772,CHEMBL1489,APPROVAL
ENSG00000113580,CHEMBL1512,APPROVAL
ENSG00000113580,CHEMBL1501,APPROVAL
ENSG00000112038,CHEMBL1200531,APPROVAL
ENSG00000084674,CHEMBL502097,APPROVAL
ENSG00000169083,CHEMBL1274,APPROVAL
ENSG00000145777,CHEMBL3707229,APPROVAL
ENSG00000143473,CHEMBL3301611,APPROVAL
ENSG00000111262,CHEMBL3301611,APPROVAL
ENSG00000129159,CHEMBL3301611,APPROVAL
ENSG00000124134,CHEMBL3301611,APPROVAL
ENSG00000089558,CHEMBL3301611,APPROVAL
ENSG00000171126,CHEMBL3301611,APPROVAL
ENSG00000182255,CHEMBL3301611,APPROVAL
ENSG00000168263,CHEMBL3301611,APPROVAL
ENSG00000156486,CHEMBL3301611,APPROVAL
ENSG00000171385,CHEMBL3301611,APPROVAL
ENSG00000117013,CHEMBL3301611,APPROVAL
ENSG00000143105,CHEMBL3301611,APPROVAL
ENSG00000182674,CHEMBL3301611,APPROVAL
ENSG00000173826,CHEMBL3301611,APPROVAL
ENSG00000055118,CHEMBL3301611,APPROVAL
ENSG00000166006,CHEMBL3301611,APPROVAL
ENSG00000170745,CHEMBL3301611,APPROVAL
ENSG00000177272,CHEMBL3301611,APPROVAL
ENSG00000184156,CHEMBL3301611,APPROVAL
ENSG00000184408,CHEMBL3301611,APPROVAL
ENSG00000158445,CHEMBL3301611,APPROVAL
ENSG00000184611,CHEMBL3301611,APPROVAL
ENSG00000026559,CHEMBL3301611,APPROVAL
ENSG00000140015,CHEMBL3301611,APPROVAL
ENSG00000185760,CHEMBL3301611,APPROVAL
ENSG00000162975,CHEMBL3301611,APPROVAL
ENSG00000164794,CHEMBL3301611,APPROVAL
ENSG00000130037,CHEMBL3301611,APPROVAL
ENSG00000151079,CHEMBL3301611,APPROVAL
ENSG00000131398,CHEMBL3301611,APPROVAL
ENSG00000104848,CHEMBL3301611,APPROVAL
ENSG00000135519,CHEMBL3301611,APPROVAL
ENSG00000177301,CHEMBL3301611,APPROVAL
ENSG00000053918,CHEMBL3301611,APPROVAL
ENSG00000102057,CHEMBL3301611,APPROVAL
ENSG00000075043,CHEMBL3301611,APPROVAL
ENSG00000183960,CHEMBL3301611,APPROVAL
ENSG00000178342,CHEMBL3301611,APPROVAL
ENSG00000168418,CHEMBL3301611,APPROVAL
ENSG00000116396,CHEMBL3301611,APPROVAL
ENSG00000163485,CHEMBL477,APPROVAL
ENSG00000128271,CHEMBL477,APPROVAL
ENSG00000282608,CHEMBL477,APPROVAL
ENSG00000170425,CHEMBL477,APPROVAL
ENSG00000082175,CHEMBL1479,APPROVAL
ENSG00000169083,CHEMBL1479,APPROVAL
ENSG00000198947,CHEMBL4297762,APPROVAL
ENSG00000166736,CHEMBL1200885,APPROVAL
ENSG00000113525,CHEMBL2108429,APPROVAL
ENSG00000198851,CHEMBL4650393,APPROVAL
ENSG00000156738,CHEMBL4650393,APPROVAL
ENSG00000167286,CHEMBL4650393,APPROVAL
ENSG00000160654,CHEMBL4650393,APPROVAL
ENSG00000205571,CHEMBL3833342,APPROVAL
ENSG00000113580,CHEMBL1200953,APPROVAL
ENSG00000172819,CHEMBL2105648,APPROVAL
ENSG00000171105,CHEMBL2107869,APPROVAL
ENSG00000151577,CHEMBL1303,APPROVAL
ENSG00000149295,CHEMBL1303,APPROVAL
ENSG00000069696,CHEMBL1303,APPROVAL
ENSG00000069431,CHEMBL802,APPROVAL
ENSG00000187486,CHEMBL802,APPROVAL
ENSG00000095303,CHEMBL1201013,APPROVAL
ENSG00000012779,CHEMBL1201013,APPROVAL
ENSG00000132170,CHEMBL1201013,APPROVAL
ENSG00000073756,CHEMBL1201013,APPROVAL
ENSG00000168412,CHEMBL1218,APPROVAL
ENSG00000134640,CHEMBL1218,APPROVAL
ENSG00000103546,CHEMBL1200332,APPROVAL
ENSG00000108576,CHEMBL1200332,APPROVAL
ENSG00000204681,CHEMBL1200682,APPROVAL
ENSG00000136928,CHEMBL1200682,APPROVAL
ENSG00000069535,CHEMBL972,APPROVAL
ENSG00000082175,CHEMBL1200934,APPROVAL
ENSG00000104687,CHEMBL513,APPROVAL
ENSG00000177455,CHEMBL1742992,APPROVAL
ENSG00000198851,CHEMBL1742992,APPROVAL
ENSG00000160654,CHEMBL1742992,APPROVAL
ENSG00000167286,CHEMBL1742992,APPROVAL
ENSG00000157764,CHEMBL1229517,APPROVAL
ENSG00000182326,CHEMBL4297832,APPROVAL
ENSG00000006071,CHEMBL782,APPROVAL
ENSG00000187486,CHEMBL782,APPROVAL
ENSG00000182333,CHEMBL2103825,APPROVAL
ENSG00000175535,CHEMBL2103825,APPROVAL
ENSG00000138814,CHEMBL5314379,APPROVAL
ENSG00000167434,CHEMBL1200814,APPROVAL
ENSG00000074410,CHEMBL1200814,APPROVAL
ENSG00000104267,CHEMBL1200814,APPROVAL
ENSG00000133742,CHEMBL1200814,APPROVAL
ENSG00000171105,CHEMBL1201497,APPROVAL
ENSG00000169083,CHEMBL1200335,APPROVAL
ENSG00000113448,CHEMBL514800,APPROVAL
ENSG00000065989,CHEMBL514800,APPROVAL
ENSG00000105650,CHEMBL514800,APPROVAL
ENSG00000184588,CHEMBL514800,APPROVAL
ENSG00000073756,CHEMBL1021,APPROVAL
ENSG00000095303,CHEMBL1021,APPROVAL
ENSG00000139874,CHEMBL5314382,APPROVAL
ENSG00000278195,CHEMBL5314382,APPROVAL
ENSG00000180616,CHEMBL5314382,APPROVAL
ENSG00000162009,CHEMBL5314382,APPROVAL
ENSG00000103546,CHEMBL1696,APPROVAL
ENSG00000125730,CHEMBL4298211,APPROVAL
ENSG00000122420,CHEMBL1237105,APPROVAL
ENSG00000111424,CHEMBL1042,APPROVAL
ENSG00000169174,CHEMBL5095052,APPROVAL
ENSG00000116016,CHEMBL4585668,APPROVAL
ENSG00000206172,CHEMBL4101807,APPROVAL
ENSG00000244734,CHEMBL4101807,APPROVAL
ENSG00000188536,CHEMBL4101807,APPROVAL
ENSG00000116329,CHEMBL19019,APPROVAL
ENSG00000112038,CHEMBL19019,APPROVAL
ENSG00000082556,CHEMBL19019,APPROVAL
ENSG00000158125,CHEMBL1078685,APPROVAL
ENSG00000104870,CHEMBL4297551,APPROVAL
ENSG00000183873,CHEMBL87992,APPROVAL
ENSG00000169432,CHEMBL87992,APPROVAL
ENSG00000136546,CHEMBL87992,APPROVAL
ENSG00000185313,CHEMBL87992,APPROVAL
ENSG00000144285,CHEMBL87992,APPROVAL
ENSG00000136531,CHEMBL87992,APPROVAL
ENSG00000168356,CHEMBL87992,APPROVAL
ENSG00000196876,CHEMBL87992,APPROVAL
ENSG00000007314,CHEMBL87992,APPROVAL
ENSG00000153253,CHEMBL87992,APPROVAL
ENSG00000196639,CHEMBL2103739,APPROVAL
ENSG00000010671,CHEMBL3936761,APPROVAL
ENSG00000138039,CHEMBL1201464,APPROVAL
ENSG00000091831,CHEMBL1200973,APPROVAL
ENSG00000140443,CHEMBL1743079,APPROVAL
ENSG00000149295,CHEMBL1200503,APPROVAL
ENSG00000151577,CHEMBL1200503,APPROVAL
ENSG00000069696,CHEMBL1200503,APPROVAL
ENSG00000112038,CHEMBL2062266,APPROVAL
ENSG00000142319,CHEMBL1693,APPROVAL
ENSG00000103546,CHEMBL1693,APPROVAL
ENSG00000070915,CHEMBL1684,APPROVAL
ENSG00000108556,CHEMBL1200629,APPROVAL
ENSG00000196811,CHEMBL1200629,APPROVAL
ENSG00000170175,CHEMBL1200629,APPROVAL
ENSG00000135902,CHEMBL1200629,APPROVAL
ENSG00000138435,CHEMBL1200629,APPROVAL
ENSG00000196639,CHEMBL1200795,APPROVAL
ENSG00000112038,CHEMBL5315055,APPROVAL
ENSG00000116329,CHEMBL5315055,APPROVAL
ENSG00000082556,CHEMBL5315055,APPROVAL
ENSG00000131473,CHEMBL3545313,APPROVAL
ENSG00000163285,CHEMBL207538,APPROVAL
ENSG00000011677,CHEMBL207538,APPROVAL
ENSG00000145863,CHEMBL207538,APPROVAL
ENSG00000268089,CHEMBL207538,APPROVAL
ENSG00000113327,CHEMBL207538,APPROVAL
ENSG00000163288,CHEMBL207538,APPROVAL
ENSG00000094755,CHEMBL207538,APPROVAL
ENSG00000145864,CHEMBL207538,APPROVAL
ENSG00000182256,CHEMBL207538,APPROVAL
ENSG00000186297,CHEMBL207538,APPROVAL
ENSG00000151834,CHEMBL207538,APPROVAL
ENSG00000102287,CHEMBL207538,APPROVAL
ENSG00000022355,CHEMBL207538,APPROVAL
ENSG00000166206,CHEMBL207538,APPROVAL
ENSG00000109158,CHEMBL207538,APPROVAL
ENSG00000187730,CHEMBL207538,APPROVAL
ENSG00000001626,CHEMBL2103870,APPROVAL
ENSG00000167658,CHEMBL1743043,APPROVAL
ENSG00000012124,CHEMBL1743043,APPROVAL
ENSG00000144285,CHEMBL1200606,APPROVAL
ENSG00000153253,CHEMBL1200606,APPROVAL
ENSG00000007314,CHEMBL1200606,APPROVAL
ENSG00000136531,CHEMBL1200606,APPROVAL
ENSG00000185313,CHEMBL1200606,APPROVAL
ENSG00000136546,CHEMBL1200606,APPROVAL
ENSG00000168356,CHEMBL1200606,APPROVAL
ENSG00000196876,CHEMBL1200606,APPROVAL
ENSG00000183873,CHEMBL1200606,APPROVAL
ENSG00000169432,CHEMBL1200606,APPROVAL
ENSG00000198900,CHEMBL4297844,APPROVAL
ENSG00000141736,CHEMBL4297844,APPROVAL
ENSG00000122420,CHEMBL1963683,APPROVAL
ENSG00000113580,CHEMBL1201749,APPROVAL
ENSG00000003436,CHEMBL4297730,APPROVAL
ENSG00000170989,CHEMBL4298150,APPROVAL
ENSG00000197635,CHEMBL1201743,APPROVAL
ENSG00000140675,CHEMBL2103802,APPROVAL
ENSG00000160882,CHEMBL295698,APPROVAL
ENSG00000148795,CHEMBL295698,APPROVAL
ENSG00000179142,CHEMBL295698,APPROVAL
ENSG00000140459,CHEMBL295698,APPROVAL
ENSG00000066468,CHEMBL1201821,APPROVAL
ENSG00000147168,CHEMBL1201550,APPROVAL
ENSG00000100385,CHEMBL1201550,APPROVAL
ENSG00000134460,CHEMBL1201550,APPROVAL
ENSG00000167658,CHEMBL1201550,APPROVAL
ENSG00000188389,CHEMBL4297723,APPROVAL
ENSG00000114200,CHEMBL1201092,APPROVAL
ENSG00000087085,CHEMBL1201092,APPROVAL
ENSG00000169252,CHEMBL1568057,APPROVAL
ENSG00000133019,CHEMBL53366,APPROVAL
ENSG00000169174,CHEMBL2109540,APPROVAL
ENSG00000096968,CHEMBL4298167,APPROVAL
ENSG00000105397,CHEMBL4298167,APPROVAL
ENSG00000105639,CHEMBL4298167,APPROVAL
ENSG00000162434,CHEMBL4298167,APPROVAL
ENSG00000146648,CHEMBL1201179,APPROVAL
ENSG00000141736,CHEMBL1201179,APPROVAL
ENSG00000069535,CHEMBL3989698,APPROVAL
ENSG00000189221,CHEMBL3989698,APPROVAL
ENSG00000113161,CHEMBL1237061,APPROVAL
ENSG00000136244,CHEMBL1743070,APPROVAL
ENSG00000001626,CHEMBL2108184,APPROVAL
ENSG00000131620,CHEMBL2108184,APPROVAL
ENSG00000105976,CHEMBL3989937,APPROVAL
ENSG00000197635,CHEMBL142703,APPROVAL
ENSG00000112715,CHEMBL1201421,APPROVAL
ENSG00000113749,CHEMBL30,APPROVAL
ENSG00000102967,CHEMBL973,APPROVAL
ENSG00000073756,CHEMBL898,APPROVAL
ENSG00000095303,CHEMBL898,APPROVAL
ENSG00000184160,CHEMBL1200329,APPROVAL
ENSG00000150594,CHEMBL1200329,APPROVAL
ENSG00000274286,CHEMBL1200329,APPROVAL
ENSG00000012504,CHEMBL566315,APPROVAL
ENSG00000007314,CHEMBL1098,APPROVAL
ENSG00000126218,CHEMBL2105682,APPROVAL
ENSG00000186716,CHEMBL2095206,APPROVAL
ENSG00000097007,CHEMBL2095206,APPROVAL
ENSG00000196639,CHEMBL1716,APPROVAL
ENSG00000141736,CHEMBL2105719,APPROVAL
ENSG00000178568,CHEMBL2105719,APPROVAL
ENSG00000146648,CHEMBL2105719,APPROVAL
ENSG00000169032,CHEMBL3187723,APPROVAL
ENSG00000126934,CHEMBL3187723,APPROVAL
ENSG00000196639,CHEMBL1200467,APPROVAL
ENSG00000169194,CHEMBL1743081,APPROVAL
ENSG00000105329,CHEMBL3039545,APPROVAL
ENSG00000092969,CHEMBL3039545,APPROVAL
ENSG00000119699,CHEMBL3039545,APPROVAL
ENSG00000172572,CHEMBL799,APPROVAL
ENSG00000091831,CHEMBL3185958,APPROVAL
ENSG00000159128,CHEMBL1201564,APPROVAL
ENSG00000027697,CHEMBL1201564,APPROVAL
ENSG00000120659,CHEMBL1237023,APPROVAL
ENSG00000077514,CHEMBL1637,APPROVAL
ENSG00000106628,CHEMBL1637,APPROVAL
ENSG00000146143,CHEMBL1637,APPROVAL
ENSG00000177084,CHEMBL1637,APPROVAL
ENSG00000148229,CHEMBL1637,APPROVAL
ENSG00000100479,CHEMBL1637,APPROVAL
ENSG00000014138,CHEMBL1637,APPROVAL
ENSG00000167325,CHEMBL1637,APPROVAL
ENSG00000198056,CHEMBL1637,APPROVAL
ENSG00000175482,CHEMBL1637,APPROVAL
ENSG00000171848,CHEMBL1637,APPROVAL
ENSG00000101868,CHEMBL1637,APPROVAL
ENSG00000062822,CHEMBL1637,APPROVAL
ENSG00000048392,CHEMBL1637,APPROVAL
ENSG00000196639,CHEMBL1201006,APPROVAL
ENSG00000091831,CHEMBL2105395,APPROVAL
ENSG00000140009,CHEMBL2105395,APPROVAL
ENSG00000128039,CHEMBL1200969,APPROVAL
ENSG00000277893,CHEMBL1200969,APPROVAL
ENSG00000145545,CHEMBL1200969,APPROVAL
ENSG00000189221,CHEMBL1200895,APPROVAL
ENSG00000069535,CHEMBL1200895,APPROVAL
ENSG00000073756,CHEMBL1200613,APPROVAL
ENSG00000095303,CHEMBL1200613,APPROVAL
ENSG00000106804,CHEMBL1201828,APPROVAL
ENSG00000170425,CHEMBL1370561,APPROVAL
ENSG00000113448,CHEMBL1370561,APPROVAL
ENSG00000184588,CHEMBL1370561,APPROVAL
ENSG00000163485,CHEMBL1370561,APPROVAL
ENSG00000105650,CHEMBL1370561,APPROVAL
ENSG00000152270,CHEMBL1370561,APPROVAL
ENSG00000128271,CHEMBL1370561,APPROVAL
ENSG00000172572,CHEMBL1370561,APPROVAL
ENSG00000282608,CHEMBL1370561,APPROVAL
ENSG00000065989,CHEMBL1370561,APPROVAL
ENSG00000136531,CHEMBL1201020,APPROVAL
ENSG00000196876,CHEMBL1201020,APPROVAL
ENSG00000169432,CHEMBL1201020,APPROVAL
ENSG00000168356,CHEMBL1201020,APPROVAL
ENSG00000144285,CHEMBL1201020,APPROVAL
ENSG00000136546,CHEMBL1201020,APPROVAL
ENSG00000153253,CHEMBL1201020,APPROVAL
ENSG00000185313,CHEMBL1201020,APPROVAL
ENSG00000007314,CHEMBL1201020,APPROVAL
ENSG00000183873,CHEMBL1201020,APPROVAL
ENSG00000171408,CHEMBL1200875,APPROVAL
ENSG00000205268,CHEMBL1200875,APPROVAL
ENSG00000105650,CHEMBL1200875,APPROVAL
ENSG00000184588,CHEMBL1200875,APPROVAL
ENSG00000113231,CHEMBL1200875,APPROVAL
ENSG00000113448,CHEMBL1200875,APPROVAL
ENSG00000065989,CHEMBL1200875,APPROVAL
ENSG00000073417,CHEMBL1200875,APPROVAL
ENSG00000142408,CHEMBL1628502,APPROVAL
ENSG00000153956,CHEMBL1628502,APPROVAL
ENSG00000165995,CHEMBL1628502,APPROVAL
ENSG00000081248,CHEMBL1628502,APPROVAL
ENSG00000006283,CHEMBL1628502,APPROVAL
ENSG00000182389,CHEMBL1628502,APPROVAL
ENSG00000100346,CHEMBL1628502,APPROVAL
ENSG00000102001,CHEMBL1628502,APPROVAL
ENSG00000157445,CHEMBL1628502,APPROVAL
ENSG00000007402,CHEMBL1628502,APPROVAL
ENSG00000151067,CHEMBL1628502,APPROVAL
ENSG00000151062,CHEMBL1628502,APPROVAL
ENSG00000198216,CHEMBL1628502,APPROVAL
ENSG00000006116,CHEMBL1628502,APPROVAL
ENSG00000157388,CHEMBL1628502,APPROVAL
ENSG00000141837,CHEMBL1628502,APPROVAL
ENSG00000148408,CHEMBL1628502,APPROVAL
ENSG00000196557,CHEMBL1628502,APPROVAL
ENSG00000167535,CHEMBL1628502,APPROVAL
ENSG00000067191,CHEMBL1628502,APPROVAL
ENSG00000105605,CHEMBL1628502,APPROVAL
ENSG00000130433,CHEMBL1628502,APPROVAL
ENSG00000166862,CHEMBL1628502,APPROVAL
ENSG00000108878,CHEMBL1628502,APPROVAL
ENSG00000075461,CHEMBL1628502,APPROVAL
ENSG00000075429,CHEMBL1628502,APPROVAL
ENSG00000125384,CHEMBL495,APPROVAL
ENSG00000160951,CHEMBL495,APPROVAL
ENSG00000037280,CHEMBL4303214,APPROVAL
ENSG00000128052,CHEMBL4303214,APPROVAL
ENSG00000102755,CHEMBL4303214,APPROVAL
ENSG00000133742,CHEMBL19,APPROVAL
ENSG00000104267,CHEMBL19,APPROVAL
ENSG00000168748,CHEMBL19,APPROVAL
ENSG00000167434,CHEMBL19,APPROVAL
ENSG00000168539,CHEMBL569713,APPROVAL
ENSG00000151623,CHEMBL3545393,APPROVAL
ENSG00000170214,CHEMBL2062264,APPROVAL
ENSG00000120907,CHEMBL2062264,APPROVAL
ENSG00000171873,CHEMBL2062264,APPROVAL
ENSG00000134460,CHEMBL1201438,APPROVAL
ENSG00000100385,CHEMBL1201438,APPROVAL
ENSG00000147168,CHEMBL1201438,APPROVAL
ENSG00000148795,CHEMBL271227,APPROVAL
ENSG00000151617,CHEMBL957,APPROVAL
ENSG00000136160,CHEMBL957,APPROVAL
ENSG00000160801,CHEMBL1201549,APPROVAL
ENSG00000133019,CHEMBL1201765,APPROVAL
ENSG00000181072,CHEMBL1201765,APPROVAL
ENSG00000165646,CHEMBL3544906,APPROVAL
ENSG00000103546,CHEMBL3544906,APPROVAL
ENSG00000169442,CHEMBL1201587,APPROVAL
ENSG00000157764,CHEMBL3301612,APPROVAL
ENSG00000118432,CHEMBL465,APPROVAL
ENSG00000167601,CHEMBL3301603,APPROVAL
ENSG00000122025,CHEMBL3301603,APPROVAL
ENSG00000180210,CHEMBL5314348,APPROVAL
ENSG00000144891,CHEMBL57242,APPROVAL
ENSG00000126351,CHEMBL1201119,APPROVAL
ENSG00000151090,CHEMBL1201119,APPROVAL
ENSG00000126895,CHEMBL1201108,APPROVAL
ENSG00000166148,CHEMBL1201108,APPROVAL
ENSG00000185291,CHEMBL4297573,APPROVAL
ENSG00000292332,CHEMBL4297573,APPROVAL
ENSG00000167658,CHEMBL4297573,APPROVAL
ENSG00000149295,CHEMBL1201154,APPROVAL
ENSG00000137252,CHEMBL3545367,APPROVAL
ENSG00000121764,CHEMBL3545367,APPROVAL
ENSG00000188389,CHEMBL3137343,APPROVAL
ENSG00000148154,CHEMBL5723563,APPROVAL
ENSG00000186716,CHEMBL1201740,APPROVAL
ENSG00000097007,CHEMBL1201740,APPROVAL
ENSG00000228716,CHEMBL2360464,APPROVAL
ENSG00000176890,CHEMBL2360464,APPROVAL
